path,mse,source,completeness,title,width,height,aspect_ratio,is_grayscale,jpeg_quality,mean_saturation,dynamic_range
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/17-24.jpg,1.3428369760513306,tzigara,0.0,,400.0,486.0,0.823,0.0,65.0,22.31,253.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/18-66.jpg,0.7035952210426331,tzigara,0.0,,352.0,500.0,0.704,0.0,65.0,37.66,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/9-9.jpg,1.735100269317627,tzigara,0.0,,400.0,484.0,0.8264,0.0,67.0,23.79,254.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-22.jpg,1.207029104232788,tzigara,0.0,,340.0,500.0,0.68,0.0,66.0,5.69,247.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/8-88.jpg,1.3926012516021729,tzigara,0.0,,400.0,192.0,2.0833,0.0,60.0,0.21,254.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/17-68.jpg,0.9428019523620604,tzigara,0.0,,400.0,303.0,1.3201,0.0,68.0,3.27,248.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-96.jpg,0.6940252184867859,tzigara,0.0,,368.0,500.0,0.736,0.0,69.0,3.66,254.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/17-33.jpg,0.5504122376441956,tzigara,0.0,,400.0,311.0,1.2862,0.0,63.0,43.93,253.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-31.jpg,0.7955963611602783,tzigara,0.0,,400.0,341.0,1.173,0.0,66.0,0.25,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-78.jpg,1.4567992687225342,tzigara,0.0,,316.0,500.0,0.632,0.0,67.0,1.72,252.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-26.jpg,0.7900185585021973,tzigara,0.0,,400.0,315.0,1.2698,0.0,63.0,31.52,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-17.jpg,1.209547758102417,tzigara,0.0,,400.0,323.0,1.2384,0.0,61.0,74.04,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-30.jpg,0.8345966339111328,tzigara,0.0,,400.0,299.0,1.3378,0.0,62.0,28.27,247.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/17-64.jpg,0.4746852517127991,tzigara,0.0,,400.0,294.0,1.3605,0.0,64.0,30.86,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-83.jpg,0.7823047637939453,tzigara,0.0,,400.0,303.0,1.3201,0.0,68.0,26.53,250.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/18-25.jpg,0.9606758952140808,tzigara,0.0,,400.0,171.0,2.3392,0.0,59.0,0.7,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-51.jpg,0.541490375995636,tzigara,0.0,,400.0,220.0,1.8182,0.0,59.0,72.85,243.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/18-85.jpg,0.422585517168045,tzigara,0.0,,400.0,291.0,1.3746,0.0,67.0,19.78,247.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-53.jpg,0.871576189994812,tzigara,0.0,,400.0,243.0,1.6461,0.0,60.0,62.05,250.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-93.jpg,0.6171731352806091,tzigara,0.0,,400.0,282.0,1.4184,0.0,67.0,0.14,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/17-53.jpg,0.7439029216766357,tzigara,0.0,,348.0,500.0,0.696,0.0,66.0,40.81,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/18-49.jpg,0.9744601845741272,tzigara,0.0,,364.0,500.0,0.728,0.0,58.0,0.13,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-93.jpg,0.5745225548744202,tzigara,0.0,,400.0,331.0,1.2085,0.0,62.0,48.46,249.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-76.jpg,1.1416748762130735,tzigara,0.0,,400.0,183.0,2.1858,0.0,62.0,7.39,249.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-3.jpg,0.4476828575134277,tzigara,0.0,,354.0,500.0,0.708,0.0,63.0,43.22,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-18.jpg,0.4949466288089752,tzigara,0.0,,375.0,500.0,0.75,0.0,67.0,9.45,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-57.jpg,0.5230064988136292,tzigara,0.0,,400.0,264.0,1.5152,0.0,65.0,5.78,253.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-11.jpg,1.145991563796997,tzigara,0.0,,400.0,294.0,1.3605,0.0,62.0,7.64,248.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/19-85.jpg,0.4824754297733307,tzigara,0.0,,400.0,250.0,1.6,0.0,54.0,78.15,248.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-65.jpg,0.5961736440658569,tzigara,0.0,,400.0,434.0,0.9217,0.0,65.0,0.2,247.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-6.jpg,0.9932810068130492,tzigara,0.0,,383.0,500.0,0.766,0.0,60.0,42.25,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-22.jpg,0.6956562399864197,tzigara,0.0,,351.0,500.0,0.702,0.0,63.0,29.14,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/9-7.jpg,1.2542041540145874,tzigara,0.0,,400.0,402.0,0.995,0.0,64.0,0.54,252.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/18-74.jpg,1.1068919897079468,tzigara,0.0,,400.0,500.0,0.8,0.0,59.0,0.15,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-46.jpg,1.5613205432891846,tzigara,0.0,,399.0,500.0,0.798,0.0,68.0,3.99,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-45.jpg,0.484224259853363,tzigara,0.0,,400.0,482.0,0.8299,0.0,58.0,56.0,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-56.jpg,0.5520626306533813,tzigara,0.0,,400.0,412.0,0.9709,0.0,67.0,15.95,247.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-35.jpg,0.4683120548725128,tzigara,0.0,,400.0,320.0,1.25,0.0,66.0,8.19,246.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-40.jpg,0.5192700624465942,tzigara,0.0,,400.0,445.0,0.8989,0.0,60.0,78.92,248.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/8-93.jpg,0.5918821692466736,tzigara,0.0,,400.0,323.0,1.2384,0.0,63.0,5.47,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/18-35.jpg,0.9950175285339355,tzigara,0.0,,400.0,300.0,1.3333,0.0,63.0,2.0,246.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/9-42.jpg,0.5722333192825317,tzigara,0.0,,354.0,500.0,0.708,0.0,67.0,35.69,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-62.jpg,1.0083221197128296,tzigara,0.0,,400.0,308.0,1.2987,0.0,68.0,0.07,253.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/9-26.jpg,1.778198003768921,tzigara,0.0,,400.0,474.0,0.8439,0.0,65.0,8.32,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/17-43.jpg,0.6396068930625916,tzigara,0.0,,400.0,268.0,1.4925,0.0,65.0,6.1,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-63.jpg,0.3518846035003662,tzigara,0.0,,400.0,310.0,1.2903,0.0,55.0,52.05,250.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-16.jpg,0.8433884382247925,tzigara,0.0,,400.0,302.0,1.3245,0.0,66.0,16.71,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-64.jpg,0.830443799495697,tzigara,0.0,,400.0,168.0,2.381,0.0,62.0,27.43,248.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-7.jpg,0.6688551902770996,tzigara,0.0,,400.0,448.0,0.8929,0.0,55.0,32.37,253.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-28.jpg,1.5063481330871582,tzigara,0.0,,400.0,297.0,1.3468,0.0,65.0,1.6,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-39.jpg,0.5952548980712891,tzigara,0.0,,371.0,500.0,0.742,0.0,67.0,24.53,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-36.jpg,0.9215852618217468,tzigara,0.0,,400.0,417.0,0.9592,0.0,62.0,21.04,249.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-31.jpg,0.7556607723236084,tzigara,0.0,,390.0,500.0,0.78,0.0,65.0,16.28,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/18-83.jpg,0.7246427536010742,tzigara,0.0,,400.0,261.0,1.5326,0.0,65.0,1.43,247.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-2.jpg,0.6586999893188477,tzigara,0.0,,400.0,275.0,1.4545,0.0,61.0,20.55,246.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-61.jpg,0.5552098155021667,tzigara,0.0,,400.0,330.0,1.2121,0.0,66.0,56.83,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/17-17.jpg,0.4020205438137054,tzigara,0.0,,400.0,382.0,1.0471,0.0,59.0,17.29,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-91.jpg,0.6436372399330139,tzigara,0.0,,353.0,500.0,0.706,0.0,67.0,47.12,253.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/18-64.jpg,0.6528617739677429,tzigara,0.0,,400.0,281.0,1.4235,0.0,66.0,42.02,248.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-74.jpg,0.5904331207275391,tzigara,0.0,,400.0,255.0,1.5686,0.0,58.0,3.65,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-15.jpg,1.501413345336914,tzigara,0.0,,323.0,500.0,0.646,0.0,60.0,0.33,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-14.jpg,1.1396174430847168,tzigara,0.0,,400.0,309.0,1.2945,0.0,62.0,46.4,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-74.jpg,0.7200098037719727,tzigara,0.0,,400.0,195.0,2.0513,0.0,63.0,13.25,249.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-19.jpg,0.8350778222084045,tzigara,0.0,,400.0,292.0,1.3699,0.0,63.0,28.07,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-92.jpg,0.5213512778282166,tzigara,0.0,,400.0,444.0,0.9009,0.0,62.0,20.93,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-17.jpg,1.0129263401031494,tzigara,0.0,,383.0,500.0,0.766,0.0,69.0,7.39,249.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/8-99.jpg,1.0922812223434448,tzigara,0.0,,377.0,500.0,0.754,0.0,68.0,1.38,253.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-70.jpg,1.1352592706680298,tzigara,0.0,,400.0,254.0,1.5748,0.0,65.0,1.74,254.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/9-95.jpg,0.6440281867980957,tzigara,0.0,,400.0,438.0,0.9132,0.0,65.0,78.73,250.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-75.jpg,0.3662786483764648,tzigara,0.0,,394.0,500.0,0.788,0.0,64.0,41.1,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/18-52.jpg,0.9196040034294128,tzigara,0.0,,400.0,284.0,1.4085,0.0,63.0,76.23,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/9-56.jpg,0.4650935530662536,tzigara,0.0,,400.0,236.0,1.6949,0.0,70.0,2.6,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-97.jpg,0.682636559009552,tzigara,0.0,,395.0,500.0,0.79,0.0,65.0,31.46,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-59.jpg,0.5857051014900208,tzigara,0.0,,331.0,500.0,0.662,0.0,66.0,34.22,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-9.jpg,0.4713154435157776,tzigara,0.0,,400.0,281.0,1.4235,0.0,56.0,11.5,252.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-62.jpg,0.7039652466773987,tzigara,0.0,,400.0,434.0,0.9217,0.0,57.0,49.48,249.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-65.jpg,0.2434555292129516,tzigara,0.0,,400.0,184.0,2.1739,0.0,55.0,58.72,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/17-62.jpg,0.7261061072349548,tzigara,0.0,,370.0,500.0,0.74,0.0,67.0,3.54,247.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-91.jpg,0.3967707455158233,tzigara,0.0,,400.0,482.0,0.8299,0.0,67.0,26.67,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/9-4.jpg,1.1386407613754272,tzigara,0.0,,400.0,345.0,1.1594,0.0,63.0,0.32,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/19-67.jpg,0.9617220163345336,tzigara,0.0,,400.0,275.0,1.4545,0.0,60.0,67.58,254.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-89.jpg,0.509495735168457,tzigara,0.0,,375.0,500.0,0.75,0.0,68.0,1.54,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-79.jpg,0.7377215027809143,tzigara,0.0,,368.0,500.0,0.736,0.0,66.0,0.16,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/19-3.jpg,0.7851060628890991,tzigara,0.0,,298.0,500.0,0.596,0.0,70.0,80.72,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-27.jpg,0.5709514617919922,tzigara,0.0,,366.0,500.0,0.732,0.0,64.0,47.25,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-37.jpg,0.7781372666358948,tzigara,0.0,,400.0,339.0,1.1799,0.0,67.0,0.46,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/8-111.jpg,0.5949095487594604,tzigara,0.0,,400.0,467.0,0.8565,0.0,72.0,12.49,254.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-59.jpg,1.0824981927871704,tzigara,0.0,,400.0,253.0,1.581,0.0,63.0,45.4,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-68.jpg,0.5943198800086975,tzigara,0.0,,400.0,405.0,0.9877,0.0,69.0,58.1,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-52.jpg,1.200818657875061,tzigara,0.0,,385.0,500.0,0.77,0.0,62.0,3.01,250.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/11-94.jpg,0.5438299775123596,tzigara,0.0,,400.0,415.0,0.9639,0.0,73.0,22.79,245.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-14.jpg,0.5792939066886902,tzigara,0.0,,400.0,438.0,0.9132,0.0,62.0,46.88,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-75.jpg,0.926569163799286,tzigara,0.0,,358.0,500.0,0.716,0.0,65.0,3.89,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-43.jpg,0.9779440760612488,tzigara,0.0,,347.0,500.0,0.694,0.0,65.0,0.3,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/17-51.jpg,0.9289886951446532,tzigara,0.0,,400.0,257.0,1.5564,0.0,65.0,22.65,252.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-67.jpg,0.8621453642845154,tzigara,0.0,,313.0,500.0,0.626,0.0,62.0,22.08,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-95.jpg,0.4628664851188659,tzigara,0.0,,400.0,335.0,1.194,0.0,63.0,67.03,246.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/17-35.jpg,1.0340522527694702,tzigara,0.0,,398.0,500.0,0.796,0.0,65.0,2.14,252.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-42.jpg,1.018681883811951,tzigara,0.0,,400.0,292.0,1.3699,0.0,64.0,0.21,252.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-24.jpg,0.6279611587524414,tzigara,0.0,,227.0,500.0,0.454,0.0,57.0,82.14,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/17-61.jpg,0.5355837941169739,tzigara,0.0,,400.0,305.0,1.3115,0.0,66.0,67.98,248.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/19-83.jpg,0.428299993276596,tzigara,0.0,,400.0,242.0,1.6529,0.0,55.0,78.52,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/18-70.jpg,0.833078145980835,tzigara,0.0,,399.0,500.0,0.798,0.0,60.0,24.67,253.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-22.jpg,0.400540828704834,tzigara,0.0,,398.0,500.0,0.796,0.0,66.0,62.17,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-12.jpg,0.9224557280540466,tzigara,0.0,,400.0,460.0,0.8696,0.0,64.0,2.36,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-49.jpg,0.4114686250686645,tzigara,0.0,,388.0,500.0,0.776,0.0,67.0,18.63,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-32.jpg,0.7666987776756287,tzigara,0.0,,400.0,353.0,1.1331,0.0,64.0,0.53,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-16.jpg,0.9899888634681702,tzigara,0.0,,400.0,437.0,0.9153,0.0,63.0,2.45,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-40.jpg,0.6715089082717896,tzigara,0.0,,400.0,276.0,1.4493,0.0,60.0,68.45,222.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-68.jpg,1.051392912864685,tzigara,0.0,,400.0,434.0,0.9217,0.0,65.0,78.91,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/17-38.jpg,1.2240681648254397,tzigara,0.0,,400.0,437.0,0.9153,0.0,65.0,78.84,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/9-100.jpg,0.7611415982246399,tzigara,0.0,,400.0,420.0,0.9524,0.0,67.0,61.76,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/18-80.jpg,0.414406806230545,tzigara,0.0,,400.0,473.0,0.8457,0.0,64.0,40.05,250.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-37.jpg,1.0510574579238892,tzigara,0.0,,321.0,500.0,0.642,0.0,58.0,0.32,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/17-21.jpg,0.8280699849128723,tzigara,0.0,,400.0,279.0,1.4337,0.0,59.0,72.55,243.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/8-105.jpg,0.8088696599006653,tzigara,0.0,,400.0,339.0,1.1799,0.0,61.0,60.3,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-15.jpg,0.5370283722877502,tzigara,0.0,,390.0,500.0,0.78,0.0,66.0,46.52,251.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/17-54.jpg,0.693830668926239,tzigara,0.0,,397.0,500.0,0.794,0.0,65.0,52.06,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/15-90.jpg,0.3678515255451202,tzigara,0.0,,395.0,500.0,0.79,0.0,66.0,8.01,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-1.jpg,0.7664141654968262,tzigara,0.0,,400.0,296.0,1.3514,0.0,68.0,0.22,248.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/9-37.jpg,0.7393506765365601,tzigara,0.0,,400.0,412.0,0.9709,0.0,63.0,41.01,248.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-55.jpg,0.7699465155601501,tzigara,0.0,,390.0,500.0,0.78,0.0,65.0,0.13,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/13-73.jpg,1.0267127752304075,tzigara,0.0,,400.0,254.0,1.5748,0.0,62.0,0.27,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-13.jpg,0.5643323659896851,tzigara,0.0,,400.0,452.0,0.885,0.0,63.0,62.04,253.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-29.jpg,1.146250605583191,tzigara,0.0,,400.0,495.0,0.8081,0.0,64.0,36.13,243.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-62.jpg,0.6684695482254028,tzigara,0.0,,366.0,500.0,0.732,0.0,65.0,12.96,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/9-34.jpg,0.9643847346305848,tzigara,0.0,,400.0,412.0,0.9709,0.0,59.0,0.16,252.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/8-92.jpg,0.4189376533031463,tzigara,0.0,,400.0,369.0,1.084,0.0,66.0,49.59,249.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/9-18.jpg,1.5408287048339844,tzigara,0.0,,400.0,287.0,1.3937,0.0,68.0,0.95,254.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/14-46.jpg,0.799041748046875,tzigara,0.5,"Biserica „Adormirea Maicii Domnului” a Mănăstirii Polovragi(Imagine interioară – fragment din tabloul votiv), fotografie",357.0,500.0,0.714,0.0,63.0,2.72,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-16.jpg,0.4789679944515228,tzigara,0.0,,378.0,500.0,0.756,0.0,65.0,32.14,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-50.jpg,1.043725848197937,tzigara,0.0,,400.0,490.0,0.8163,0.0,66.0,21.0,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-10.jpg,0.8888460397720337,tzigara,0.0,,400.0,486.0,0.823,0.0,63.0,1.28,247.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/19-39.jpg,1.3001028299331665,tzigara,0.0,,400.0,456.0,0.8772,0.0,68.0,50.9,250.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/16-82.jpg,0.5938473343849182,tzigara,0.0,,400.0,329.0,1.2158,0.0,65.0,40.05,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/9-36.jpg,0.4944857954978943,tzigara,0.0,,345.0,500.0,0.69,0.0,68.0,0.51,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/1-7.jpg,1.051831603050232,tzigara,0.0,,400.0,343.0,1.1662,0.0,63.0,41.32,255.0
~/Documents/My Projects/Things to Do/FINAL-PAPER-CNIR/05_datasets/tzigara/images/12-38.jpg,0.917122721672058,tzigara,0.0,,400.0,344.0,1.1628,0.0,60.0,73.53,246.0
